eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
gyhtof1,Gray-headed Tody-Flycatcher,Todirostrum poliocephalum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cotfly1,Common Tody-Flycatcher,Todirostrum cinereum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
matfly1,Maracaibo Tody-Flycatcher,Todirostrum viridanum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bhtfly1,Black-headed Tody-Flycatcher,Todirostrum nigriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
patfly1,Painted Tody-Flycatcher,Todirostrum pictum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ybtfly1,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brofly1,Brownish Twistwing,Cnipodectes subbrunneus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ruftwi1,Rufous Twistwing,Cnipodectes superrufus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
eyrfla1,Eye-ringed Flatbill,Rhynchocyclus brevirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olifla2,Western Olivaceous Flatbill,Rhynchocyclus aequinoctialis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olifla3,Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pacfla1,Pacific Flatbill,Rhynchocyclus pacificus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
fubfla1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yeofly1,Yellow-olive Flatbill,Tolmomyias sulphurescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
orefly1,Orange-eyed Flatbill,Tolmomyias traylori,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yemfly2,Yellow-winged Flatbill,Tolmomyias flavotectus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yemfly1,Yellow-margined Flatbill,Tolmomyias assimilis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gycfly1,Gray-crowned Flatbill,Tolmomyias poliocephalus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebfly4,Olive-faced Flatbill,Tolmomyias viridiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebfly3,Ochre-lored Flatbill,Tolmomyias flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
clifly1,Cliff Flycatcher,Hirundinea ferruginea,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ornfly1,Ornate Flycatcher,Myiotriccus ornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
hanfly1,Handsome Flycatcher,Nephelomyias pulcher,Passeriformes,Tyrannidae (Tyrant Flycatchers)
orbfly1,Orange-banded Flycatcher,Nephelomyias lintoni,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ocbfly2,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebtyr1,Yellow-bellied Tyrannulet,Ornithion semiflavum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brctyr,Brown-capped Tyrannulet,Ornithion brunneicapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whltyr1,White-lored Tyrannulet,Ornithion inerme,Passeriformes,Tyrannidae (Tyrant Flycatchers)
nobtyr,Northern Beardless-Tyrannulet,Camptostoma imberbe,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sobtyr1,Southern Beardless-Tyrannulet,Camptostoma obsoletum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
suifly1,Suiriri Flycatcher,Suiriri suiriri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whttyr1,White-tailed Tyrannulet,Mecocerculus poecilocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bubtyr1,Buff-banded Tyrannulet,Mecocerculus hellmayri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whbtyr1,White-banded Tyrannulet,Mecocerculus stictopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whttyr2,White-throated Tyrannulet,Mecocerculus leucophrys,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ruwtyr1,Rufous-winged Tyrannulet,Mecocerculus calopterus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
subtyr1,Sulphur-bellied Tyrannulet,Mecocerculus minor,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bkctit1,Black-crested Tit-Tyrant,Anairetes nigrocristatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides,Passeriformes,Tyrannidae (Tyrant Flycatchers)
abttyr1,Ash-breasted Tit-Tyrant,Anairetes alpinus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ybttyr1,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
agitit1,Agile Tit-Tyrant,Uromyias agilis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
unstit1,Unstreaked Tit-Tyrant,Uromyias agraphia,Passeriformes,Tyrannidae (Tyrant Flycatchers)
moctyr6,Tumbes Tyrannulet,Nesotriccus tumbezanus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
moctyr4,Marañon Tyrannulet,Nesotriccus maranonicus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
moctyr7,Northern Mouse-colored Tyrannulet,Nesotriccus incomtus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cocfly1,Cocos Tyrannulet,Nesotriccus ridgwayi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
moctyr3,Southern Mouse-colored Tyrannulet,Nesotriccus murinus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yeltyr1,Yellow Tyrannulet,Capsiempis flaveola,Passeriformes,Tyrannidae (Tyrant Flycatchers)
beatac1,Bearded Tachuri,Polystictus pectoralis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gybtac1,Gray-backed Tachuri,Polystictus superciliaris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
shttyr1,Sharp-tailed Tyrant,Culicivora caudacuta,Passeriformes,Tyrannidae (Tyrant Flycatchers)
credor1,Crested Doradito,Pseudocolopteryx sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
subdor1,Subtropical Doradito,Pseudocolopteryx acutipennis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
dindor2,Dinelli's Doradito,Pseudocolopteryx dinelliana,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wardor1,Warbling Doradito,Pseudocolopteryx flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ticdor1,Ticking Doradito,Pseudocolopteryx citreola,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
forela1,Forest Elaenia,Myiopagis gaimardii,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gryela1,Choco Elaenia,Myiopagis parambae,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gryela2,Amazonian Elaenia,Myiopagis cinerea,Passeriformes,Tyrannidae (Tyrant Flycatchers)
fooela1,Foothill Elaenia,Myiopagis olallai,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gryela3,Gray-headed Elaenia,Myiopagis caniceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pacela1,Pacific Elaenia,Myiopagis subplacens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yecela1,Yellow-crowned Elaenia,Myiopagis flavivertex,Passeriformes,Tyrannidae (Tyrant Flycatchers)
jamela1,Jamaican Elaenia,Myiopagis cotta,Passeriformes,Tyrannidae (Tyrant Flycatchers)
greela,Greenish Elaenia,Myiopagis viridicata,Passeriformes,Tyrannidae (Tyrant Flycatchers)
plcela1,Plain-crested Elaenia,Elaenia cristata,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rucela1,Rufous-crowned Elaenia,Elaenia ruficeps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
slaela1,Slaty Elaenia,Elaenia strepera,Passeriformes,Tyrannidae (Tyrant Flycatchers)
mobela1,Mottle-backed Elaenia,Elaenia gigas,Passeriformes,Tyrannidae (Tyrant Flycatchers)
higela3,Small-headed Elaenia,Elaenia sordida,Passeriformes,Tyrannidae (Tyrant Flycatchers)
greela1,Great Elaenia,Elaenia dayi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
higela2,Highland Elaenia,Elaenia obscura,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebela1,Yellow-bellied Elaenia,Elaenia flavogaster,Passeriformes,Tyrannidae (Tyrant Flycatchers)
smbela1,Small-billed Elaenia,Elaenia parvirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
broela1,Brownish Elaenia,Elaenia pelzelni,Passeriformes,Tyrannidae (Tyrant Flycatchers)
larela1,Large Elaenia,Elaenia spectabilis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
norela1,Noronha Elaenia,Elaenia ridleyana,Passeriformes,Tyrannidae (Tyrant Flycatchers)
oliela1,Olivaceous Elaenia,Elaenia mesoleuca,Passeriformes,Tyrannidae (Tyrant Flycatchers)
lesela1,Lesser Elaenia,Elaenia chiriquensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cooela1,Coopmans's Elaenia,Elaenia brachyptera,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whcela1,White-crested Elaenia,Elaenia albiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sieela3,Sierran Elaenia,Elaenia pallatangae,Passeriformes,Tyrannidae (Tyrant Flycatchers)
mouela1,Mountain Elaenia,Elaenia frantzii,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sieela2,Tepui Elaenia,Elaenia olivina,Passeriformes,Tyrannidae (Tyrant Flycatchers)
carela1,Caribbean Elaenia,Elaenia martinica,Passeriformes,Tyrannidae (Tyrant Flycatchers)
graela1,Greater Antillean Elaenia,Elaenia fallax,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tortyr1,Torrent Tyrannulet,Serpophaga cinerea,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rivtyr1,River Tyrannulet,Serpophaga hypoleuca,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sootyr1,Sooty Tyrannulet,Serpophaga nigricans,Passeriformes,Tyrannidae (Tyrant Flycatchers)
y01036,White-crested Tyrannulet,Serpophaga subcristata,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gyctyr2,Straneck's Tyrannulet,Serpophaga griseicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers)
roltyr1,White-fronted Tyrannulet,Phyllomyias zeledoni,Passeriformes,Tyrannidae (Tyrant Flycatchers)
roltyr3,Rough-legged Tyrannulet,Phyllomyias burmeisteri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gretyr1,Greenish Tyrannulet,Phyllomyias virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
reityr1,Reiser's Tyrannulet,Phyllomyias reiseri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
urityr1,Urich's Tyrannulet,Phyllomyias urichi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
scltyr1,Sclater's Tyrannulet,Phyllomyias sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
platyr2,Planalto Tyrannulet,Phyllomyias fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yuntyr1,Yungas Tyrannulet,Phyllomyias weedeni,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
blctyr1,Black-capped Tyrannulet,Phyllomyias nigrocapillus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ashtyr1,Ashy-headed Tyrannulet,Phyllomyias cinereiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tartyr1,Tawny-rumped Tyrannulet,Phyllomyias uropygialis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
plctyr1,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gyctyr1,Gray-capped Tyrannulet,Phyllomyias griseocapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rebtyr2,Red-billed Tyrannulet,Zimmerius cinereicapilla,Passeriformes,Tyrannidae (Tyrant Flycatchers)
mistyr1,Mishana Tyrannulet,Zimmerius villarejoi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
chityr1,Chico's Tyrannulet,Zimmerius chicomendesi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
guityr1,Guianan Tyrannulet,Zimmerius acer,Passeriformes,Tyrannidae (Tyrant Flycatchers)
paltyr2,Guatemalan Tyrannulet,Zimmerius vilissimus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
paltyr3,Mistletoe Tyrannulet,Zimmerius parvus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
chotyr1,Choco Tyrannulet,Zimmerius albigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
paltyr4,Spectacled Tyrannulet,Zimmerius improbus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
boltyr1,Bolivian Tyrannulet,Zimmerius bolivianus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
paltyr5,Venezuelan Tyrannulet,Zimmerius petersi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
slftyr1,Slender-footed Tyrannulet,Zimmerius gracilipes,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tacpyt2,Fulvous-faced Scrub-Tyrant,Euscarthmus fulviceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tacpyt1,Fulvous-crowned Scrub-Tyrant,Euscarthmus meloryphus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rsptyr1,Rufous-sided Scrub-Tyrant,Euscarthmus rufomarginatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gawtyr2,Gray-and-white Tyrannulet,Pseudelaenia leucospodia,Passeriformes,Tyrannidae (Tyrant Flycatchers)
lewtyr1,Lesser Wagtail-Tyrant,Stigmatura napensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
leswat2,Bahia Wagtail-Tyrant,Stigmatura bahiae,Passeriformes,Tyrannidae (Tyrant Flycatchers)
grwtyr1,Greater Wagtail-Tyrant,Stigmatura budytoides,Passeriformes,Tyrannidae (Tyrant Flycatchers)
slbtyr1,Slender-billed Tyrannulet,Inezia tenuirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
platyr1,Plain Tyrannulet,Inezia inornata,Passeriformes,Tyrannidae (Tyrant Flycatchers)
amatyr1,Amazonian Tyrannulet,Inezia subflava,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pattyr3,Pale-tipped Tyrannulet,Inezia caudata,Passeriformes,Tyrannidae (Tyrant Flycatchers)
flafly2,Flavescent Flycatcher,Myiophobus flavicans,Passeriformes,Tyrannidae (Tyrant Flycatchers)
orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra,Passeriformes,Tyrannidae (Tyrant Flycatchers)
unafly1,Unadorned Flycatcher,Myiophobus inornatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rorfly1,Roraiman Flycatcher,Myiophobus roraimae,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olcfly1,Olive-chested Flycatcher,Myiophobus cryptoxanthus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brcfly4,Mouse-gray Flycatcher,Myiophobus crypterythrus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brcfly3,Rufescent Flycatcher,Myiophobus rufescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
eulfly1,Euler's Flycatcher,Lathrotriccus euleri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gybfly1,Gray-breasted Flycatcher,Lathrotriccus griseipectus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tacfly1,Tawny-chested Flycatcher,Aphanotriccus capitalis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
blbfly1,Black-billed Flycatcher,Aphanotriccus audax,Passeriformes,Tyrannidae (Tyrant Flycatchers)
belfly1,Belted Flycatcher,Xenotriccus callizonus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pilfly1,Pileated Flycatcher,Xenotriccus mexicanus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tuffly,Tufted Flycatcher,Mitrephanes phaeocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olifly2,Olive Flycatcher,Mitrephanes olivaceus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
olsfly,Olive-sided Flycatcher,Contopus cooperi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ochpew1,Ochraceous Pewee,Contopus ochraceus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
grepew,Greater Pewee,Contopus pertinax,Passeriformes,Tyrannidae (Tyrant Flycatchers)
darpew1,Dark Pewee,Contopus lugubris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
smcpew1,Smoke-colored Pewee,Contopus fumigatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
jampew1,Jamaican Pewee,Contopus pallidus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tropew2,Tumbes Pewee,Contopus punensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whtpew1,White-throated Pewee,Contopus albogularis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
blapew1,Blackish Pewee,Contopus nigrescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tropew3,Southern Tropical Pewee,Contopus cinereus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wewpew,Western Wood-Pewee,Contopus sordidulus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tropew4,Northern Tropical Pewee,Contopus bogotensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
eawpew,Eastern Wood-Pewee,Contopus virens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cubpew1,Cuban Pewee,Contopus caribaeus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
hispew1,Hispaniolan Pewee,Contopus hispaniolensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
leapew1,Lesser Antillean Pewee,Contopus latirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
fusfly1,Fuscous Flycatcher,Cnemotriccus fuscatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
acafly,Acadian Flycatcher,Empidonax virescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
aldfly,Alder Flycatcher,Empidonax alnorum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wilfly,Willow Flycatcher,Empidonax traillii,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whtfly1,White-throated Flycatcher,Empidonax albigularis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
leafly,Least Flycatcher,Empidonax minimus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
hamfly,Hammond's Flycatcher,Empidonax hammondii,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gryfly,Gray Flycatcher,Empidonax wrightii,Passeriformes,Tyrannidae (Tyrant Flycatchers)
dusfly,Dusky Flycatcher,Empidonax oberholseri,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pinfly1,Pine Flycatcher,Empidonax affinis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wesfly,Western Flycatcher,Empidonax difficilis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yelfly1,Yellowish Flycatcher,Empidonax flavescens,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bubfly,Buff-breasted Flycatcher,Empidonax fulvifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers)
blcfly1,Black-capped Flycatcher,Empidonax atriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
blkpho,Black Phoebe,Sayornis nigricans,Passeriformes,Tyrannidae (Tyrant Flycatchers)
easpho,Eastern Phoebe,Sayornis phoebe,Passeriformes,Tyrannidae (Tyrant Flycatchers)
saypho,Say's Phoebe,Sayornis saya,Passeriformes,Tyrannidae (Tyrant Flycatchers)
chafly3,Chapada Flycatcher,Guyramemua affine,Passeriformes,Tyrannidae (Tyrant Flycatchers)
nosfly1,Northern Scrub-Flycatcher,Sublegatus arenarum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
amsfly1,Amazonian Scrub-Flycatcher,Sublegatus obscurior,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sosfly1,Southern Scrub-Flycatcher,Sublegatus modestus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
verfly,Vermilion Flycatcher,Pyrocephalus rubinus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
brufly1,Brujo Flycatcher,Pyrocephalus nanus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ausneg1,Austral Negrito,Lessonia rufa,Passeriformes,Tyrannidae (Tyrant Flycatchers)
andneg1,Andean Negrito,Lessonia oreas,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rivtyr2,Riverside Tyrant,Knipolegus orenocensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ambtyr1,Amazonian Black-Tyrant,Knipolegus poecilocercus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whwblt2,Caatinga Black-Tyrant,Knipolegus franciscanus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
crbtyr1,Crested Black-Tyrant,Knipolegus lophotes,Passeriformes,Tyrannidae (Tyrant Flycatchers)
vebtyr1,Velvety Black-Tyrant,Knipolegus nigerrimus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
andtyr3,Jelski's Black-Tyrant,Knipolegus signatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
andtyr2,Plumbeous Black-Tyrant,Knipolegus cabanisi,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bbbtyr1,Blue-billed Black-Tyrant,Knipolegus cyanirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cintyr1,Cinereous Tyrant,Knipolegus striaticeps,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whwblt1,White-winged Black-Tyrant,Knipolegus aterrimus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
hubtyr1,Hudson's Black-Tyrant,Knipolegus hudsoni,Passeriformes,Tyrannidae (Tyrant Flycatchers)
spetyr1,Spectacled Tyrant,Hymenops perspicillatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
drwtyr1,Drab Water Tyrant,Ochthornis littoralis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
yebtyr2,Yellow-browed Tyrant,Satrapa icterophrys,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ligtyr1,Little Ground-Tyrant,Syrtidicola fluviatilis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
tacgrt1,Taczanowski's Ground-Tyrant,Muscisaxicola griseus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
pugtyr1,Puna Ground-Tyrant,Muscisaxicola juninensis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cingrt1,Cinereous Ground-Tyrant,Muscisaxicola cinereus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons,Passeriformes,Tyrannidae (Tyrant Flycatchers)
ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,Passeriformes,Tyrannidae (Tyrant Flycatchers)
dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora,Passeriformes,Tyrannidae (Tyrant Flycatchers)
plcgrt1,Plain-capped Ground-Tyrant,Muscisaxicola alpinus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bfgtyr1,Black-fronted Ground-Tyrant,Muscisaxicola frontalis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rrbtyr1,Red-rumped Bush-Tyrant,Cnemarchus erythropygius,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rwbtyr1,Rufous-webbed Bush-Tyrant,Cnemarchus rufipennis,Passeriformes,Tyrannidae (Tyrant Flycatchers)
fiediu1,Fire-eyed Diucon,Pyrope pyrope,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whrmon2,White-rumped Monjita,Xolmis velatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
whimon1,White Monjita,Xolmis irupero,Passeriformes,Tyrannidae (Tyrant Flycatchers)
grymon1,Gray Monjita,Nengetus cinereus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bkcmon1,Black-crowned Monjita,Neoxolmis coronatus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
salmon1,Salinas Monjita,Neoxolmis salinarum,Passeriformes,Tyrannidae (Tyrant Flycatchers)
rubmon1,Rusty-backed Monjita,Neoxolmis rubetra,Passeriformes,Tyrannidae (Tyrant Flycatchers)
chvtyr2,Chocolate-vented Tyrant,Neoxolmis rufiventris,Passeriformes,Tyrannidae (Tyrant Flycatchers)
bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
wtstyr1,White-tailed Shrike-Tyrant,Agriornis albicauda,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gresht1,Great Shrike-Tyrant,Agriornis lividus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
lessht1,Lesser Shrike-Tyrant,Agriornis murinus,Passeriformes,Tyrannidae (Tyrant Flycatchers)
