eBird.English.Name.2023,eBird.Scientific.Name.2023,eBird.Code,Order,Family
Rufous-vented Laughingthrush,Pterorhinus gularis,ruvlau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Yellow-throated Laughingthrush,Pterorhinus galbanus,yetlau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Rufous-necked Laughingthrush,Pterorhinus ruficollis,runlau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Chestnut-backed Laughingthrush,Pterorhinus nuchalis,chblau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
White-browed Laughingthrush,Pterorhinus sannio,whblau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Greater Necklaced Laughingthrush,Pterorhinus pectoralis,gnlthr,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Mount Victoria Babax,Pterorhinus woodi,chibub1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
White-throated Laughingthrush,Pterorhinus albogularis,whtlau1,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Gray-sided Laughingthrush,Pterorhinus caerulatus,gyslau,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
Goldcrest,Regulus regulus,goldcr1,Passeriformes,Regulidae (Kinglets)
Wallcreeper,Tichodroma muraria,wallcr1,Passeriformes,Tichodromidae (Wallcreeper)
White-cheeked Nuthatch,Sitta leucopsis,whcnut1,Passeriformes,Sittidae (Nuthatches)
Beautiful Nuthatch,Sitta formosa,beanut1,Passeriformes,Sittidae (Nuthatches)
Velvet-fronted Nuthatch,Sitta frontalis,vefnut1,Passeriformes,Sittidae (Nuthatches)
Yunnan Nuthatch,Sitta yunnanensis,yunnut1,Passeriformes,Sittidae (Nuthatches)
White-tailed Nuthatch,Sitta himalayensis,whtnut1,Passeriformes,Sittidae (Nuthatches)
Indian Nuthatch,Sitta castanea,chbnut2,Passeriformes,Sittidae (Nuthatches)
Chestnut-bellied Nuthatch,Sitta cinnamoventris,chbnut3,Passeriformes,Sittidae (Nuthatches)
Chestnut-vented Nuthatch,Sitta nagaensis,chvnut1,Passeriformes,Sittidae (Nuthatches)
Kashmir Nuthatch,Sitta cashmirensis,kasnut1,Passeriformes,Sittidae (Nuthatches)
Hodgson's Treecreeper,Certhia hodgsoni,eurtre3,Passeriformes,Certhiidae (Treecreepers)
Bar-tailed Treecreeper,Certhia himalayana,battre1,Passeriformes,Certhiidae (Treecreepers)
Rusty-flanked Treecreeper,Certhia nipalensis,ruftre4,Passeriformes,Certhiidae (Treecreepers)
Sikkim Treecreeper,Certhia discolor,bnttre1,Passeriformes,Certhiidae (Treecreepers)
Hume's Treecreeper,Certhia manipurensis,bnttre2,Passeriformes,Certhiidae (Treecreepers)
Indian Spotted Creeper,Salpornis spilonota,spocre3,Passeriformes,Certhiidae (Treecreepers)
Eurasian Wren,Troglodytes troglodytes,winwre4,Passeriformes,Troglodytidae (Wrens)
Spotted Elachura,Elachura formosa,spwbab1,Passeriformes,Elachuridae (Spotted Elachura)
White-throated Dipper,Cinclus cinclus,whtdip1,Passeriformes,Cinclidae (Dippers)
Brown Dipper,Cinclus pallasii,brodip1,Passeriformes,Cinclidae (Dippers)
Asian Glossy Starling,Aplonis panayensis,asgsta1,Passeriformes,Sturnidae (Starlings)
Golden-crested Myna,Ampeliceps coronatus,gocmyn1,Passeriformes,Sturnidae (Starlings)
Common Hill Myna,Gracula religiosa,hilmyn,Passeriformes,Sturnidae (Starlings)
Southern Hill Myna,Gracula indica,sohmyn1,Passeriformes,Sturnidae (Starlings)
European Starling,Sturnus vulgaris,eursta,Passeriformes,Sturnidae (Starlings)
Rosy Starling,Pastor roseus,rossta2,Passeriformes,Sturnidae (Starlings)
Daurian Starling,Agropsar sturninus,dausta1,Passeriformes,Sturnidae (Starlings)
Chestnut-cheeked Starling,Agropsar philippensis,chcsta1,Passeriformes,Sturnidae (Starlings)
Indian Pied Starling,Gracupica contra,aspsta2,Passeriformes,Sturnidae (Starlings)
White-shouldered Starling,Sturnia sinensis,whssta2,Passeriformes,Sturnidae (Starlings)
Brahminy Starling,Sturnia pagodarum,brasta1,Passeriformes,Sturnidae (Starlings)
Chestnut-tailed Starling,Sturnia malabarica,chtsta2,Passeriformes,Sturnidae (Starlings)
Malabar Starling,Sturnia blythii,malsta1,Passeriformes,Sturnidae (Starlings)
White-headed Starling,Sturnia erythropygia,whhsta2,Passeriformes,Sturnidae (Starlings)
Red-billed Starling,Spodiopsar sericeus,rebsta1,Passeriformes,Sturnidae (Starlings)
White-cheeked Starling,Spodiopsar cineraceus,whcsta1,Passeriformes,Sturnidae (Starlings)
Common Myna,Acridotheres tristis,commyn,Passeriformes,Sturnidae (Starlings)
Bank Myna,Acridotheres ginginianus,banmyn1,Passeriformes,Sturnidae (Starlings)
Jungle Myna,Acridotheres fuscus,junmyn1,Passeriformes,Sturnidae (Starlings)
Collared Myna,Acridotheres albocinctus,colmyn1,Passeriformes,Sturnidae (Starlings)
Great Myna,Acridotheres grandis,whvmyn1,Passeriformes,Sturnidae (Starlings)
Spot-winged Starling,Saroglossa spilopterus,spwsta1,Passeriformes,Sturnidae (Starlings)
Grandala,Grandala coelicolor,granda1,Passeriformes,Turdidae (Thrushes and Allies)
Long-tailed Thrush,Zoothera dixoni,lotthr1,Passeriformes,Turdidae (Thrushes and Allies)
Alpine Thrush,Zoothera mollissima,alpthr1,Passeriformes,Turdidae (Thrushes and Allies)
Himalayan Thrush,Zoothera salimalii,himthr1,Passeriformes,Turdidae (Thrushes and Allies)
Dark-sided Thrush,Zoothera marginata,dasthr1,Passeriformes,Turdidae (Thrushes and Allies)
Long-billed Thrush,Zoothera monticola,lobthr1,Passeriformes,Turdidae (Thrushes and Allies)
White's Thrush,Zoothera aurea,scathr2,Passeriformes,Turdidae (Thrushes and Allies)
Scaly Thrush,Zoothera dauma,scathr8,Passeriformes,Turdidae (Thrushes and Allies)
Nilgiri Thrush,Zoothera neilgherriensis,scathr4,Passeriformes,Turdidae (Thrushes and Allies)
Purple Cochoa,Cochoa purpurea,purcoc1,Passeriformes,Turdidae (Thrushes and Allies)
Green Cochoa,Cochoa viridis,grecoc1,Passeriformes,Turdidae (Thrushes and Allies)
Siberian Thrush,Geokichla sibirica,sibthr1,Passeriformes,Turdidae (Thrushes and Allies)
Pied Thrush,Geokichla wardii,piethr1,Passeriformes,Turdidae (Thrushes and Allies)
Orange-headed Thrush,Geokichla citrina,orhthr1,Passeriformes,Turdidae (Thrushes and Allies)
Chinese Thrush,Turdus mupinensis,chithr2,Passeriformes,Turdidae (Thrushes and Allies)
Mistle Thrush,Turdus viscivorus,misthr1,Passeriformes,Turdidae (Thrushes and Allies)
Song Thrush,Turdus philomelos,sonthr1,Passeriformes,Turdidae (Thrushes and Allies)
Chinese Blackbird,Turdus mandarinus,chibla1,Passeriformes,Turdidae (Thrushes and Allies)
Gray-winged Blackbird,Turdus boulboul,gywbla1,Passeriformes,Turdidae (Thrushes and Allies)
Indian Blackbird,Turdus simillimus,eurbla2,Passeriformes,Turdidae (Thrushes and Allies)
Japanese Thrush,Turdus cardis,japthr1,Passeriformes,Turdidae (Thrushes and Allies)
Tickell's Thrush,Turdus unicolor,ticthr1,Passeriformes,Turdidae (Thrushes and Allies)
Black-breasted Thrush,Turdus dissimilis,blbthr2,Passeriformes,Turdidae (Thrushes and Allies)
Gray-sided Thrush,Turdus feae,gysthr1,Passeriformes,Turdidae (Thrushes and Allies)
Eyebrowed Thrush,Turdus obscurus,eyethr,Passeriformes,Turdidae (Thrushes and Allies)
White-backed Thrush,Turdus kessleri,whbthr2,Passeriformes,Turdidae (Thrushes and Allies)
Tibetan Blackbird,Turdus maximus,tibbla1,Passeriformes,Turdidae (Thrushes and Allies)
Fieldfare,Turdus pilaris,fieldf,Passeriformes,Turdidae (Thrushes and Allies)
White-collared Blackbird,Turdus albocinctus,whcbla1,Passeriformes,Turdidae (Thrushes and Allies)
Chestnut Thrush,Turdus rubrocanus,chethr1,Passeriformes,Turdidae (Thrushes and Allies)
Black-throated Thrush,Turdus atrogularis,datthr1,Passeriformes,Turdidae (Thrushes and Allies)
Red-throated Thrush,Turdus ruficollis,retthr1,Passeriformes,Turdidae (Thrushes and Allies)
Dusky Thrush,Turdus eunomus,dusthr2,Passeriformes,Turdidae (Thrushes and Allies)
Naumann's Thrush,Turdus naumanni,dusthr1,Passeriformes,Turdidae (Thrushes and Allies)
Dark-sided Flycatcher,Muscicapa sibirica,dasfly,Passeriformes,Muscicapidae (Old World Flycatchers)
Ferruginous Flycatcher,Muscicapa ferruginea,ferfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Asian Brown Flycatcher,Muscicapa dauurica,asbfly,Passeriformes,Muscicapidae (Old World Flycatchers)
Brown-breasted Flycatcher,Muscicapa muttui,brbfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Spotted Flycatcher,Muscicapa striata,spofly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-tailed Scrub-Robin,Cercotrichas galactotes,rutscr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Indian Robin,Copsychus fulicatus,indrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
Oriental Magpie-Robin,Copsychus saularis,magrob,Passeriformes,Muscicapidae (Old World Flycatchers)
White-rumped Shama,Copsychus malabaricus,whrsha,Passeriformes,Muscicapidae (Old World Flycatchers)
Andaman Shama,Copsychus albiventris,andsha1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-tailed Flycatcher,Leucoptilon concretum,whtfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Nilgiri Sholakili,Sholicola major,whbsho1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-bellied Sholakili,Sholicola albiventris,whbsho3,Passeriformes,Muscicapidae (Old World Flycatchers)
Large Niltava,Niltava grandis,larnil1,Passeriformes,Muscicapidae (Old World Flycatchers)
Small Niltava,Niltava macgrigoriae,smanil1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-bellied Niltava,Niltava sundara,rubnil1,Passeriformes,Muscicapidae (Old World Flycatchers)
Chinese Vivid Niltava,Niltava oatesi,vivnil2,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-and-white Flycatcher,Cyanoptila cyanomelana,bawfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Zappey's Flycatcher,Cyanoptila cumatilis,zapfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Nilgiri Flycatcher,Eumyias albicaudatus,nilfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Verditer Flycatcher,Eumyias thalassinus,verfly4,Passeriformes,Muscicapidae (Old World Flycatchers)
White-gorgeted Flycatcher,Anthipes monileger,whgfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-bellied Blue Flycatcher,Cyornis pallidipes,wbbfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Pale-chinned Flycatcher,Cyornis poliogenys,pacblf1,Passeriformes,Muscicapidae (Old World Flycatchers)
Pale Blue Flycatcher,Cyornis unicolor,pabfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-throated Flycatcher,Cyornis rubeculoides,butfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Large Blue Flycatcher,Cyornis magnirostris,larblf1,Passeriformes,Muscicapidae (Old World Flycatchers)
Hill Blue Flycatcher,Cyornis whitei,hibfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Tickell's Blue Flycatcher,Cyornis tickelliae,tibfly3,Passeriformes,Muscicapidae (Old World Flycatchers)
Nicobar Jungle Flycatcher,Cyornis nicobaricus,nicjuf1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rusty-bellied Shortwing,Brachypteryx hyperythra,rubsho1,Passeriformes,Muscicapidae (Old World Flycatchers)
Lesser Shortwing,Brachypteryx leucophris,lessho1,Passeriformes,Muscicapidae (Old World Flycatchers)
Himalayan Shortwing,Brachypteryx cruralis,whbsho4,Passeriformes,Muscicapidae (Old World Flycatchers)
Gould's Shortwing,Heteroxenicus stellatus,gousho1,Passeriformes,Muscicapidae (Old World Flycatchers)
Indian Blue Robin,Larvivora brunnea,inbrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
Siberian Blue Robin,Larvivora cyane,sibrob,Passeriformes,Muscicapidae (Old World Flycatchers)
White-bellied Redstart,Luscinia phaenicuroides,whbred1,Passeriformes,Muscicapidae (Old World Flycatchers)
Bluethroat,Luscinia svecica,blueth,Passeriformes,Muscicapidae (Old World Flycatchers)
Malabar Whistling-Thrush,Myophonus horsfieldii,mawthr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue Whistling-Thrush,Myophonus caeruleus,blwthr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Little Forktail,Enicurus scouleri,litfor1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-crowned Forktail,Enicurus leschenaulti,whcfor1,Passeriformes,Muscicapidae (Old World Flycatchers)
Spotted Forktail,Enicurus maculatus,spofor1,Passeriformes,Muscicapidae (Old World Flycatchers)
Black-backed Forktail,Enicurus immaculatus,blbfor1,Passeriformes,Muscicapidae (Old World Flycatchers)
Slaty-backed Forktail,Enicurus schistaceus,slbfor1,Passeriformes,Muscicapidae (Old World Flycatchers)
Firethroat,Calliope pectardens,fireth1,Passeriformes,Muscicapidae (Old World Flycatchers)
Siberian Rubythroat,Calliope calliope,sibrub,Passeriformes,Muscicapidae (Old World Flycatchers)
Himalayan Rubythroat,Calliope pectoralis,himrub1,Passeriformes,Muscicapidae (Old World Flycatchers)
Chinese Rubythroat,Calliope tschebaiewi,chirub1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-tailed Robin,Myiomela leucura,whtrob2,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-fronted Robin,Cinclidium frontale,blfrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
Red-flanked Bluetail,Tarsiger cyanurus,refblu,Passeriformes,Muscicapidae (Old World Flycatchers)
Himalayan Bluetail,Tarsiger rufilatus,himblu1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-breasted Bush-Robin,Tarsiger hyperythrus,rbbrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-browed Bush-Robin,Tarsiger indicus,wbbrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
Golden Bush-Robin,Tarsiger chrysaeus,gobrob1,Passeriformes,Muscicapidae (Old World Flycatchers)
Yellow-rumped Flycatcher,Ficedula zanthopygia,korfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Mugimaki Flycatcher,Ficedula mugimaki,mugfly,Passeriformes,Muscicapidae (Old World Flycatchers)
Slaty-backed Flycatcher,Ficedula erithacus,slbfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Black-and-orange Flycatcher,Ficedula nigrorufa,barfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Slaty-blue Flycatcher,Ficedula tricolor,slbfly2,Passeriformes,Muscicapidae (Old World Flycatchers)
Snowy-browed Flycatcher,Ficedula hyperythra,snbfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Pygmy Flycatcher,Ficedula hodgsoni,pybfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-gorgeted Flycatcher,Ficedula strophiata,rugfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Sapphire Flycatcher,Ficedula sapphira,sapfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Little Pied Flycatcher,Ficedula westermanni,lipfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Ultramarine Flycatcher,Ficedula superciliaris,ultfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rusty-tailed Flycatcher,Ficedula ruficauda,rutfly6,Passeriformes,Muscicapidae (Old World Flycatchers)
Taiga Flycatcher,Ficedula albicilla,taifly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Kashmir Flycatcher,Ficedula subrubra,kasfly1,Passeriformes,Muscicapidae (Old World Flycatchers)
Red-breasted Flycatcher,Ficedula parva,rebfly,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-fronted Redstart,Phoenicurus frontalis,blfred1,Passeriformes,Muscicapidae (Old World Flycatchers)
Plumbeous Redstart,Phoenicurus fuliginosus,plured1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-backed Redstart,Phoenicurus erythronotus,rubred2,Passeriformes,Muscicapidae (Old World Flycatchers)
White-capped Redstart,Phoenicurus leucocephalus,whcred1,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-capped Redstart,Phoenicurus coeruleocephala,bucred1,Passeriformes,Muscicapidae (Old World Flycatchers)
Common Redstart,Phoenicurus phoenicurus,comred2,Passeriformes,Muscicapidae (Old World Flycatchers)
Hodgson's Redstart,Phoenicurus hodgsoni,hodred1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-throated Redstart,Phoenicurus schisticeps,whtred1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-winged Redstart,Phoenicurus erythrogastrus,whwred2,Passeriformes,Muscicapidae (Old World Flycatchers)
Black Redstart,Phoenicurus ochruros,blared1,Passeriformes,Muscicapidae (Old World Flycatchers)
Daurian Redstart,Phoenicurus auroreus,daured1,Passeriformes,Muscicapidae (Old World Flycatchers)
Chestnut-bellied Rock-Thrush,Monticola rufiventris,cbrthr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue-capped Rock-Thrush,Monticola cinclorhyncha,bcrthr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Rufous-tailed Rock-Thrush,Monticola saxatilis,rtrthr1,Passeriformes,Muscicapidae (Old World Flycatchers)
Blue Rock-Thrush,Monticola solitarius,burthr,Passeriformes,Muscicapidae (Old World Flycatchers)
Whinchat,Saxicola rubetra,whinch1,Passeriformes,Muscicapidae (Old World Flycatchers)
White-browed Bushchat,Saxicola macrorhynchus,whbbus4,Passeriformes,Muscicapidae (Old World Flycatchers)
White-throated Bushchat,Saxicola insignis,whtbus1,Passeriformes,Muscicapidae (Old World Flycatchers)
Siberian Stonechat,Saxicola maurus,sibsto1,Passeriformes,Muscicapidae (Old World Flycatchers)
Amur Stonechat,Saxicola stejnegeri,stonec7,Passeriformes,Muscicapidae (Old World Flycatchers)
White-tailed Stonechat,Saxicola leucurus,whtsto2,Passeriformes,Muscicapidae (Old World Flycatchers)
Pied Bushchat,Saxicola caprata,piebus1,Passeriformes,Muscicapidae (Old World Flycatchers)
Jerdon's Bushchat,Saxicola jerdoni,jerbus1,Passeriformes,Muscicapidae (Old World Flycatchers)
Gray Bushchat,Saxicola ferreus,grybus1,Passeriformes,Muscicapidae (Old World Flycatchers)
Northern Wheatear,Oenanthe oenanthe,norwhe,Passeriformes,Muscicapidae (Old World Flycatchers)
Isabelline Wheatear,Oenanthe isabellina,isawhe1,Passeriformes,Muscicapidae (Old World Flycatchers)
Desert Wheatear,Oenanthe deserti,deswhe1,Passeriformes,Muscicapidae (Old World Flycatchers)
Pied Wheatear,Oenanthe pleschanka,piewhe1,Passeriformes,Muscicapidae (Old World Flycatchers)
Brown Rock Chat,Oenanthe fusca,indcha1,Passeriformes,Muscicapidae (Old World Flycatchers)
Variable Wheatear,Oenanthe picata,varwhe1,Passeriformes,Muscicapidae (Old World Flycatchers)
Hume's Wheatear,Oenanthe albonigra,humwhe2,Passeriformes,Muscicapidae (Old World Flycatchers)
Finsch's Wheatear,Oenanthe finschii,finwhe1,Passeriformes,Muscicapidae (Old World Flycatchers)
Persian Wheatear,Oenanthe chrysopygia,retwhe2,Passeriformes,Muscicapidae (Old World Flycatchers)
Bohemian Waxwing,Bombycilla garrulus,bohwax,Passeriformes,Bombycillidae (Waxwings)
Hypocolius,Hypocolius ampelinus,hypoco1,Passeriformes,Hypocoliidae (Hypocolius)
Thick-billed Flowerpecker,Dicaeum agile,thbflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,yevflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-bellied Flowerpecker,Dicaeum melanozanthum,yebflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,pabflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Nilgiri Flowerpecker,Dicaeum concolor,plaflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Plain Flowerpecker,Dicaeum minullum,plaflo2,Passeriformes,Dicaeidae (Flowerpeckers)
Andaman Flowerpecker,Dicaeum virescens,andflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Fire-breasted Flowerpecker,Dicaeum ignipectus,fibflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Scarlet-backed Flowerpecker,Dicaeum cruentatum,scbflo1,Passeriformes,Dicaeidae (Flowerpeckers)
Ruby-cheeked Sunbird,Chalcoparia singalensis,rucsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple-rumped Sunbird,Leptocoma zeylonica,pursun3,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Crimson-backed Sunbird,Leptocoma minima,crbsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Van Hasselt's Sunbird,Leptocoma brasiliana,vahsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple Sunbird,Cinnyris asiaticus,pursun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Ornate Sunbird,Cinnyris ornatus,olbsun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Loten's Sunbird,Cinnyris lotenius,lobsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Fire-tailed Sunbird,Aethopyga ignicauda,fitsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Black-throated Sunbird,Aethopyga saturata,bltsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mrs. Gould's Sunbird,Aethopyga gouldiae,gousun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Green-tailed Sunbird,Aethopyga nipalensis,grtsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Vigors's Sunbird,Aethopyga vigorsii,wecsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Crimson Sunbird,Aethopyga siparaja,eacsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Little Spiderhunter,Arachnothera longirostra,litspi1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Streaked Spiderhunter,Arachnothera magna,strspi1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Asian Fairy-bluebird,Irena puella,asfblu1,Passeriformes,Irenidae (Fairy-bluebirds)
Blue-winged Leafbird,Chloropsis moluccensis,blwlea1,Passeriformes,Chloropseidae (Leafbirds)
Jerdon's Leafbird,Chloropsis jerdoni,jerlea1,Passeriformes,Chloropseidae (Leafbirds)
Golden-fronted Leafbird,Chloropsis aurifrons,goflea1,Passeriformes,Chloropseidae (Leafbirds)
Orange-bellied Leafbird,Chloropsis hardwickii,orblea1,Passeriformes,Chloropseidae (Leafbirds)
Streaked Weaver,Ploceus manyar,strwea2,Passeriformes,Ploceidae (Weavers and Allies)
Baya Weaver,Ploceus philippinus,baywea1,Passeriformes,Ploceidae (Weavers and Allies)
Finn's Weaver,Ploceus megarhynchus,yelwea1,Passeriformes,Ploceidae (Weavers and Allies)
Black-breasted Weaver,Ploceus benghalensis,benwea1,Passeriformes,Ploceidae (Weavers and Allies)
Indian Silverbill,Euodice malabarica,indsil,Passeriformes,Estrildidae (Waxbills and Allies)
Scaly-breasted Munia,Lonchura punctulata,nutman,Passeriformes,Estrildidae (Waxbills and Allies)
Black-throated Munia,Lonchura kelaarti,bltmun1,Passeriformes,Estrildidae (Waxbills and Allies)
White-rumped Munia,Lonchura striata,whrmun,Passeriformes,Estrildidae (Waxbills and Allies)
Tricolored Munia,Lonchura malacca,trimun,Passeriformes,Estrildidae (Waxbills and Allies)
Chestnut Munia,Lonchura atricapilla,chemun,Passeriformes,Estrildidae (Waxbills and Allies)
Green Avadavat,Amandava formosa,grnava1,Passeriformes,Estrildidae (Waxbills and Allies)
Red Avadavat,Amandava amandava,redava,Passeriformes,Estrildidae (Waxbills and Allies)
Alpine Accentor,Prunella collaris,alpacc1,Passeriformes,Prunellidae (Accentors)
Altai Accentor,Prunella himalayana,himacc1,Passeriformes,Prunellidae (Accentors)
Robin Accentor,Prunella rubeculoides,robacc1,Passeriformes,Prunellidae (Accentors)
Rufous-breasted Accentor,Prunella strophiata,rubacc1,Passeriformes,Prunellidae (Accentors)
Brown Accentor,Prunella fulvescens,broacc1,Passeriformes,Prunellidae (Accentors)
Black-throated Accentor,Prunella atrogularis,bltacc1,Passeriformes,Prunellidae (Accentors)
Maroon-backed Accentor,Prunella immaculata,mabacc1,Passeriformes,Prunellidae (Accentors)
House Sparrow,Passer domesticus,houspa,Passeriformes,Passeridae (Old World Sparrows)
Spanish Sparrow,Passer hispaniolensis,spaspa1,Passeriformes,Passeridae (Old World Sparrows)
Sind Sparrow,Passer pyrrhonotus,sinspa1,Passeriformes,Passeridae (Old World Sparrows)
Russet Sparrow,Passer cinnamomeus,russpa2,Passeriformes,Passeridae (Old World Sparrows)
Eurasian Tree Sparrow,Passer montanus,eutspa,Passeriformes,Passeridae (Old World Sparrows)
Yellow-throated Sparrow,Gymnoris xanthocollis,chspet1,Passeriformes,Passeridae (Old World Sparrows)
Rock Sparrow,Petronia petronia,rocpet1,Passeriformes,Passeridae (Old World Sparrows)
Pale Rockfinch,Carpospiza brachydactyla,palroc1,Passeriformes,Passeridae (Old World Sparrows)
Black-winged Snowfinch,Montifringilla adamsi,blwsno1,Passeriformes,Passeridae (Old World Sparrows)
White-rumped Snowfinch,Onychostruthus taczanowskii,whrsno1,Passeriformes,Passeridae (Old World Sparrows)
Rufous-necked Snowfinch,Pyrgilauda ruficollis,runsno1,Passeriformes,Passeridae (Old World Sparrows)
Blanford's Snowfinch,Pyrgilauda blanfordi,blasno1,Passeriformes,Passeridae (Old World Sparrows)
Forest Wagtail,Dendronanthus indicus,forwag1,Passeriformes,Motacillidae (Wagtails and Pipits)
Gray Wagtail,Motacilla cinerea,grywag,Passeriformes,Motacillidae (Wagtails and Pipits)
Western Yellow Wagtail,Motacilla flava,eaywag1,Passeriformes,Motacillidae (Wagtails and Pipits)
Eastern Yellow Wagtail,Motacilla tschutschensis,eaywag,Passeriformes,Motacillidae (Wagtails and Pipits)
Citrine Wagtail,Motacilla citreola,citwag,Passeriformes,Motacillidae (Wagtails and Pipits)
White-browed Wagtail,Motacilla maderaspatensis,whbwag1,Passeriformes,Motacillidae (Wagtails and Pipits)
White Wagtail,Motacilla alba,whiwag,Passeriformes,Motacillidae (Wagtails and Pipits)
Richard's Pipit,Anthus richardi,ricpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Paddyfield Pipit,Anthus rufulus,oripip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Long-billed Pipit,Anthus similis,lobpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Blyth's Pipit,Anthus godlewskii,blypip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Tawny Pipit,Anthus campestris,tawpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Nilgiri Pipit,Anthus nilghiriensis,nilpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Upland Pipit,Anthus sylvanus,uplpip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Meadow Pipit,Anthus pratensis,meapip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Rosy Pipit,Anthus roseatus,rospip1,Passeriformes,Motacillidae (Wagtails and Pipits)
Tree Pipit,Anthus trivialis,trepip,Passeriformes,Motacillidae (Wagtails and Pipits)
